Название,Рейтинг
Infinity Runner,4.5
Final Fantasy III,4.0
8-Bit Boy,3.6
BattleCry,3.6
Return of the Obra Dinn,4.5
LEGO Batman 3: Beyond Gotham,3.7
Malevolence: The Sword of Ahkranox,4.5
FarSky,4.3
Running with Rifles,3.9
Darkout,0.0
Silent Hill: Origins,3.6
EverQuest Next Landmark,3.5
Whispering Willows,3.6
Hyrule Warriors: Definitive Edition,3.8
Ikaruga,3.8
DreadOut,3.7
Hack ‘N’ Slash,4.1
Worms Battlegrounds,3.3
Natural Doctrine,4.0
Heavy Bullets,3.7
America's Army: Proving Grounds,2.9
Europa Universalis IV: Wealth of Nations,3.9
Coma:Mortuary,3.2
Star Wars: Assault Team,3.4
Speed Kills,3.5
Ascend: Hand of Kul,4.0
Titanfall: Expedition,3.8
Tango Fiesta,0.0
Nuclear Throne,4.1
I Shall Remain,4.0
Gas Guzzlers Extreme: Full Metal Frenzy,2.8
Company of Heroes 2: The Western Front Armies,3.5
Company of Heroes 2: Southern Fronts,2.8
Company of Heroes 2: Victory at Stalingrad Mission Pack,2.9
Company of Heroes 2: Case Blue Mission Pack,2.8
Anima: Gate of Memories,3.4
Qbeh-1: The Atlas Cube,5.0
Iron Soul,0.5
Bombshell,2.8
R-Type Dimensions,0.0
XBLAZE Code: Embryo,2.5
Project Temporality,0.0
The Last Crown: Blackenrock,0.0
MouseCraft,3.1
The Impossible Game,3.2
Bridge Constructor Medieval,3.6
Water Park Tycoon,0.0
Flappy Bird,2.6
Far Cry 4,3.9
Indigo Lake,3.2
Insanity's Blade,3.0
Shadowgate (1988),2.3
Shadowgate,4.2
Killing Floor 2,3.8
Never Alone,3.5
Full Bore,4.0
Hohokum,4.3
Way,4.0
Towns,3.3
Outlast: Whistleblower,4.1
Games of Glory,0.0
Leo's Fortune,4.1
Republique: Episode 2 — Metamorphosis,4.2
Lifeless,0.0
Monochroma,3.3
The Last Tinker: City of Colors,3.4
Call of Duty: Advanced Warfare,3.6
Escape Goat 2,3.5
Escape Goat,4.0
Jamestown Plus,2.5
Drifter,2.0
Ironclad Tactics: The Rise of Dmitry,3.5
Ironclad Tactics,3.5
Starwhal: Just the Tip,2.8
Source,0.0
Nidhogg,3.7
Tanktastic,5.0
Disney Infinity 2.0: Marvel Super Heroes,3.2
Strife (1996),3.0
Mario Kart 8,4.2
Blade Symphony,3.8
Circuits,4.0
Lovers in a Dangerous Spacetime,3.3
Kerbal Space Program,4.2
Pixel Piracy,3.8
Eterium,2.0
Richard &amp; Alice,4.5
Mind = Zero,0.0
Lords of the Black Sun,3.0
Kick-Ass 2,1.5
Kick-Ass: The Game,1.3
Ascendant,3.0
Detective Grimoire,3.7
Family Guy: The Quest for Stuff,2.8
Pac-Man and the Ghostly Adventures 2,3.5
Dynasty Warriors: Gundam Reborn,4.2
Horizon,0.0
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,5.0
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,4.0
Beware Planet Earth!,3.5
Smugglers 5: Secession,3.0
Funky Smugglers,0.0
Mechanic Escape,4.0
Skylanders Trap Team,5.0
PlayStation All-Stars: Battle Royale - Isaac Clarke and Zeus DLC,0.0
PlayStation All-Stars: Battle Royale - Kat and Emmett Graves DLC,0.0
Dark Shadows: Army of Evil,2.3
"Sir, You Are Being Hunted",3.4
Mutant Mudds,4.5
Knights of Pen &amp; Paper iOS,0.0
Knights of Pen &amp; Paper,3.8
Cult of the Wind,3.3
Rise of Incarnates,3.8
Ranko Tsukigime’s Longest Day,0.0
Minimum,0.0
Children of Liberty,0.0
GRID Autosport,3.9
The Flock,3.5
Life Goes On,3.5
Lost Civilization,3.5
The Golf Club,3.0
0RBITALIS,2.8
Hitman GO,3.6
Ninja Cats vs Samurai Dogs,4.0
Anno 2070: Deep Ocean,4.2
WWE WrestleFest,3.5
Panzer Corps: Afrika Korps,4.0
Panzer Corps,3.8
Tabletop Simulator,4.6
Soul Sacrifice Delta,3.2
SanctuaryRPG,4.3
No Heroes Allowed: No Puzzles Either!,0.0
No Heroes Allowed!,2.4
MechRunner,5.0
Freedom Wars,4.2
DG2: Defense Grid 2,3.8
This War of Mine,4.2
Dark Souls: Artorias of the Abyss,4.5
Zombies Monsters Robots,3.0
Tom Clancy's Ghost Recon: Phantoms,3.6
Shadowrun Chronicles: Boston Lockdown,4.0
Dwarf Fortress,4.6
Dragon Quest X,3.7
Sid Meier's Civilization: Beyond Earth,3.7
Trials Frontier,3.8
There Came an Echo,5.0
Guild of Dungeoneering,3.1
AirMech Arena,2.8
Iron Sea Defenders,0.0
H1Z1: Just Survive,2.4
Captain America: Sentinel of Liberty,3.8
Captain America: Super Soldier,3.3
Captain America: The Winter Soldier,2.7
Monument Valley,4.4
Borderlands: The Pre-Sequel,3.7
Telepath RPG: Servants of God,3.0
Popup Dungeon,2.5
Platformines,3.5
BlackHole,2.8
Prison Architect,4.1
EVE Online: Incarna,3.9
Monster Hunter 3G Packet Relay Tool,3.8
Pure Chess,3.4
FLASHOUT 2,3.5
Flashout 3D,0.0
Anomaly Defenders,3.9
Always Sometimes Monsters,4.4
Reign of Bullets,3.0
No Man's Sky,3.4
VoidExpanse,3.0
Ragnarok Odyssey ACE,5.0
Ragnarok Odyssey,5.0
Family Guy: Back to the Multiverse,2.8
Family Guy: Back to the Multiverse - Peter Griffin's Man Boob Mega Sweat,4.8
Ultima IV: Quest of the Avatar,4.1
Cthulhu Saves the World,3.5
Street Fighter III 3rd Strike: Fight for the Future,4.1
Tesla Effect: A Tex Murphy Adventure,3.7
2014 FIFA World Cup Brazil,3.7
DEVICE 6,5.0
In Fear I Trust,3.1
Shelter 2,3.8
Jet Car Stunts 2,0.0
Jet Car Stunts,4.0
Earthlock: Festival of Magic,2.8
Shelter,4.0
Flockers,3.4
Bravely Default: Where the Fairy Flies,4.1
Bravely Default: Flying Fairy,4.2
The Forest,3.5
Cabela's Big Game Hunter: Pro Hunts,4.5
"Warhammer 40,000: Eternal Crusade",2.7
Meridian: New World,2.8
Destiny of Spirits,3.4
Toy Soldiers: Cold War,2.8
Toy Soldiers,3.8
Din's Curse: Demon War,4.5
Transformers: Prime - The Game,2.3
EVE Online: Inferno,3.8
Galactic Reign,0.0
Quest of Dungeons,3.3
The Collectables,4.5
Mario Kart 7,4.3
Rise of Immortals: Battle for Graxia,0.0
A Game of Dwarves,3.8
Hearts of Iron: The Card Game,2.8
The Last Federation,3.8
Out There Somewhere,3.5
Out There,4.2
Depths of Fear: Knossos,2.5
Quest for Infamy,4.1
Skyforge,3.1
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,4.0
Castlevania: Lords of Shadow 2 - Revelations,4.0
Dragon Fin Soup,4.7
Windforge,3.2
Super Sanctum TD,3.9
Assassin's Creed: Unity,3.5
Armored Warfare: Проект Армата,2.9
Memento Mori 2: Guardian of Immortality,3.8
Worlds of Magic,1.5
Luftrausers,3.7
Gauntlet,3.7
Aztez,3.0
Battlefield 4: Naval Strike,3.8
Angry Birds Epic,2.8
Last Dream,3.0
Ku: Shroud of the Morrigan,0.0
WazHack,5.0
Little Big Adventure,4.0
Valiant Hearts: The Great War,4.5
Abyss Odyssey,3.1
Hyper Light Drifter,4.2
Contagion (2009),0.0
Contagion,3.0
Mafia Wars Shakedown,2.0
Shadows: Heretic Kingdoms,3.3
Swords &amp; Soldiers II,0.0
Tales of Symphonia: Dawn of the New World,3.7
Tales of Symphonia,3.9
Space Run,3.8
Pyro Jump,3.5
Endless Legend,4.2
Burden,3.0
Blackguards: Untold Legends,3.9
Eldritch: Mountains of Madness,4.0
Eldritch,3.5
TowerFall: Ascension,3.8
TowerFall,3.8
Race To Mars,1.0
Imagine Me,3.3
Afterfall: Reconquest - Episode I,3.0
MotoGP 14,4.2
Yoshi's New Island,3.4
Gigantic Army,3.5
SBK Generations,2.8
Fable Heroes,1.3
Human Element,0.0
Shadow Complex,3.6
Derrick the Deathfin,3.0
Son of Nor,3.1
Madden NFL 25,2.8
Mad Riders: The Daredevil Map Pack,3.0
Mad Riders,3.8
Transistor,4.4
Alea Jacta Est,0.5
Disney Infinity,3.1
Legends of Pegasus,3.5
Cobalt,4.5
Cartoon Universe,0.0
Edge of Space,2.5
Enemy Front,3.1
Dropchord,0.0
No Time to Explain,3.4
Dawngate,0.0
Heroes of Dragon Age,2.8
N++ (NPLUSPLUS),4.4
Gods Will Be Watching,4.2
forma.8,2.4
Trials Fusion,3.9
Dead Rising 3: Chaos Rising,3.5
Homeworld Remastered,4.4
Uncharted 4: A Thief's End,4.5
"Batman: Arkham Origins - Cold, Cold Heart",4.0
Cosmochoria,0.0
Cloud Raiders,1.5
Batman: Arkham Knight,4.3
Pandemic: The Board Game,3.6
Windborne,0.0
Waves: Arena Tactics,3.0
Total War: Rome II - Beasts of War,3.8
Talisman: Digital Edition,3.8
Strike Suit Zero: Director's Cut,3.6
Post Master,3.3
Plague Inc: Evolved,3.9
Persona Q: Shadow of the Labyrinth,4.0
Murder Miners,3.0
Futuridium EP Deluxe,0.0
Batman: Arkham Origins Blackgate,3.4
Awesomenauts: Assemble,3.8
1849,3.7
Papa Sangre II,3.5
Double Dragon 3: The Rosetta Stone,3.7
AntiSquad,3.1
MXGP: The Official Motocross Videogame,3.8
1954: Alcatraz,3.4
Vertiginous Golf,2.0
Spacebase DF-9,3.2
Top Sailor Sailing Simulator,4.8
Risen 3: Titan Lords,3.4
Warhammer 40.000: Storm of Vengeance,1.6
Legend of Grimrock 2,4.3
Strike Vector,2.7
Entropy,0.0
Second Chance Heroes,2.8
Haunted Memories Ep02: Welcome Home,2.9
Haunted Memories,3.2
Only One,4.4
Road Redemption,3.5
Reaper - Tale of a Pale Swordsman,4.1
Ил-2 Штурмовик: Битва за Сталинград,4.2
Nether,3.0
Project Spark,4.1
EVE: Valkyrie,2.0
Lara Croft: Reflections,3.5
Эволюция: Битва за Утопию,3.6
Chroma,0.0
10 Second Ninja,4.1
A Story About My Uncle,3.6
SteamWorld Dig,4.0
Monstrum,3.7
Gunslugs,3.5
Guns of Icarus Online,3.8
Deception IV: Blood Ties,4.0
Battle Princess of Arcadias,0.0
Arma III: Zeus,3.8
Fairy Fencer F,3.8
Killer Is Dead: Nightmare Edition,3.8
Killer Is Dead: Smooth Operator,4.0
Styx: Master of Shadows,3.6
Therian Saga,3.2
Transformers: Rise of the Dark Spark,2.2
Line of Defense Tactics,3.7
Motocross Meltdown,3.5
Eternity Warriors 3,3.7
Eternity Warriors 2,0.0
Eternity Warriors,0.0
Cabela's Big Game Hunter Mobile,3.3
Mechs Warfare,4.3
Angry Birds Go!,3.0
Year Walk,4.0
Blackwell Epiphany,4.2
99 Levels to Hell,3.0
Planet Explorers,4.7
Sentinel 3: Homeworld,2.7
The Order: 1886,3.8
Evolve,3.1
Velocity 2X,3.9
Rush for Glory,4.3
Probably Archery,3.3
Professional Farmer 2014: Good Ol’ Times,1.0
Professional Farmer 2014,5.0
King’s Bounty: Воин Севера - Лед и пламя,3.7
Dead Rising 3: Fallen Angel,3.6
Hatsune Miku: Project DIVA ƒ 2nd,4.5
Hatsune Miku: Project DIVA ƒ,4.4
Hatsune Miku: Project Mirai 2,0.0
Democracy 3: Social Engineering,4.0
Dead Man's Draw,5.0
Rain World,4.3
Kyn,4.0
Drakengard 3,4.1
Drakengard 2,3.5
Our Darker Purpose,3.8
Car Mechanic Simulator 2014,3.8
A-Men 2,3.0
A-Men,3.0
TowerMadness 2,0.0
Draw Slasher,3.0
Bloodstroke,0.0
World of Speed,2.5
Craft The World,4.1
Rogue Legacy,3.9
Surge Deluxe,4.3
Goat Simulator,3.6
DarkOrbit Reloaded,3.2
Secret Files: Sam Peters,3.7
Secrets of Rætikon,4.5
Sherlock Holmes: Crimes &amp; Punishments,4.2
Ready to Run,0.0
Oniken,4.0
DanganRonpa: Trigger Happy Havoc,4.3
Danganronpa 1&amp;2 Reload,4.4
HistWar: Napoleon,0.0
The Sparkle 2: Evo,3.8
Sparkle 2,3.8
Sparkle,3.6
Sanctum 2: The Last Stand,3.5
Stellar Overload,5.0
Recruits,0.0
Quantum Rush Champions,0.0
Skara: The Blade Remains,0.0
Sensei Wars,0.0
StarCrawlers,5.0
League of Angels,3.2
Interplanetary,2.0
Hand of Fate,4.0
Etherium,2.8
Demon Core,3.0
Castle Clout 3D,0.0
Sengoku Basara 4,3.5
Crusader Kings II: Rajas of India,3.9
Echo Prime,3.0
Final Fantasy VI,4.3
Don't Starve: Reign of Giants,4.1
X-Men: Battle of the Atom,5.0
Dragon Ball Z for Kinect,1.5
Dragon Ball Z: Battle of Z,5.0
Woolfe: The Red Riding Hood Diaries,3.2
A Wizard's Lizard,4.8
War of Omens,4.3
Ultimate Gay Fighter,0.0
Tengami,3.5
Super Smash Bros. for Wii U,4.3
Super Smash Bros. for Nintendo 3DS,4.4
Super Smash Bros. Brawl,4.1
Steam Squad,3.5
Aderyn's Cradle,3.0
SpellForce 2: Demons of the Past,3.4
Arcane Worlds,2.0
Space Slice,0.0
Shadowrun: Dragonfall,4.3
Kill the Bad Guy,4.3
One Way Heroics,4.4
Realms of Arkania: Shadows over Riva,3.6
Realms of Arkania: Star Trail,2.9
Realms of Arkania: Blade of Destiny,3.8
Realms of Arkania: Blade of Destiny HD,2.8
Retrobooster,3.5
Rekoil,2.3
Cut the Rope: Triple Treat,3.9
Donkey Kong Country: Tropical Freeze,4.0
Donkey Kong Country Returns,4.1
В тылу врага: Штурм 2,3.9
Banished,4.1
Jazzpunk,4.2
Ride'em Low,2.3
Dead Rising 3: Operation Eagle,3.4
Recovery: Search &amp; Rescue Simulation,0.0
Conception II: Children of the Seven Stars,2.3
Conception: Ore no Kodomo wo Undekure!,0.0
Cloudbuilt,3.9
Age of Wonders III,3.9
Record of Agarest War Zero,0.0
Agarest: Generations of War,3.4
Guise of the Wolf,3.0
Kingdom Come: Deliverance,4.0
Little Racers STREET,3.8
Little Racers,0.0
Hearts of Iron IV,4.2
Inferno Legend,0.0
"Invisible, Inc.",3.9
Yoot Tower,3.0
My Fear and I,2.8
Shadow Blade,3.3
RoboCop,2.9
Deadbreed,2.9
Heroes &amp; Generals,3.4
Insurgency,3.9
Lost in a Forest,2.8
OlliOlli,3.7
NASCAR '14,3.1
Lost Orbit,0.0
King Oddball,3.1
Kodoku,0.0
Braveland,3.5
Battle Command!,2.0
Violett,3.6
Republique: Episode 1 — Exordium,3.8
Train Fever,4.2
Kromaia,0.0
3089 -- Futuristic Action RPG,2.8
Wacky Races,3.3
Cut the Rope 2,3.7
The Room 2,4.4
Type:Rider,3.7
Gunman Clive,4.1
Zack Zero,2.8
Black Desert,3.3
Wargame: Red Dragon,4.3
KRAUTSCAPE,0.0
Super Splatters,0.0
Mutant Mudds Deluxe,4.8
Get Even,3.5
Heroes Rush: Tactics,0.0
Cuphead,4.3
Continue?9876543210,4.2
Airport Simulator 2014,2.8
Alien: Isolation,4.3
Toukiden,3.5
Naruto Shippuden: Ultimate Ninja Storm Revolution,3.3
Dragon's Dogma Quest,5.0
Neon Shadow,4.5
Hero of Many,4.5
Warlords RTS,4.1
Gomo,3.9
Andromeda 5,5.0
Motor Rock,4.2
Anomaly 2,3.7
Ultra Street Fighter IV,4.2
Silence: The Whispered World 2,3.9
QuestRun,3.3
PayDay 2: Gage Weapon Pack #01,3.7
LEGO The Hobbit,3.8
Europa Universalis IV: Conquest of Paradise,3.7
Gibbets 2,5.0
Huntsman: The Orphanage,2.5
The Legend of Zelda: A Link Between Worlds,4.4
Fire Emblem: Awakening,4.4
The Train,3.8
Warcraft RTS: Alliance and Horde,3.8
Warhammer 40.000: Time of Ending,3.3
Prop Hunt,3.9
Fallout: Project Brazil,3.8
Falskaar,3.8
Zombie Tycoon 2: Brainhov's Revenge,3.0
Zombie Tycoon,2.5
Super Mario 3D World,4.3
Girl Fight,3.5
RUSH,3.3
Dracula 5: The Blood Legacy,3.0
Pure Pool,3.8
Total War: Rome II - Caesar in Gaul,4.3
Tales from the Borderlands,4.4
Oddworld: Abe's Oddysee,4.2
Panzer General,3.7
Strength of the Sword 3,0.0
Ridge Racer Slipstream,4.1
Peggle 2,3.8
Omerta: City of Gangsters - The Bulgarian Colossus,3.5
Omerta: City of Gangsters - The Con Artist,3.5
Omerta: City of Gangsters - Damsel in Distress,3.5
Omerta: City of Gangsters - The Arms Industry,3.3
Omerta: City of Gangsters - The Japanese Incentive,3.6
Legends of Persia,3.4
Dungeon of the Endless: What's Behind the Door?,4.1
The LEGO Movie Videogame,3.9
GT Racing 2: The Real Car Experience,3.8
Knytt Underground,4.8
Game of Thrones: A Telltale Games Series,3.8
Battlefield 4: China Rising,3.8
AeternoBlade,2.8
Dino Dave,3.7
Pokémon X and Y,4.2
Middle-earth: Shadow of Mordor,3.9
Skylanders SWAP Force,4.3
Draugen,3.3
Volgarr the Viking,3.5
Ys: Memories of Celceta,3.8
Warhammer 40.000: Space Wolf,3.4
Saints Row IV: How the Saints Save Christmas,3.9
Saints Row IV: Element of Destruction Pack,3.7
Putty Squad,1.0
Oozi: Earth Adventure - Episode 4,3.5
Oozi: Earth Adventure - Episode 3,2.3
Oozi: Earth Adventure - Episode 2,3.0
Oozi: Earth Adventure - Episode 1,3.5
Wreckfest,3.9
Magus,3.1
Forge of Empires,3.3
Eldevin,0.0
Doctor Who: Legacy,3.0
Clandestine,4.3
Assassin's Creed: Pirates,3.7
Speedball 2 HD,2.8
Broken Sword 5: The Serpent's Curse,4.0
Oceanhorn: Monster of Uncharted Seas,3.6
Kingdoms Rise,3.6
Robot Rescue Revolution,4.2
Robot Rescue 3D,3.5
Robot Rescue 2,0.0
Robot Rescue,0.0
Tiny Brains,3.9
Stick It To The Man!,4.0
Stick To It!,0.0
Starpoint Gemini 2,3.5
Rise of Venice - Beyond the Sea,3.5
Phoenix Wright: Ace Attorney - Dual Destinies - Turnabout Reclaim,4.3
Phoenix Wright: Ace Attorney Trilogy,4.4
Phoenix Wright: Ace Attorney,4.3
Phoenix Wright: Ace Attorney - Justice for All,4.1
Phoenix Wright: Ace Attorney – Dual Destinies,4.4
Phoenix Wright: Ace Attorney - Trials and Tribulations,4.4
Barbie Dreamhouse Party,3.4
Breach &amp; Clear,4.0
Fist of Awesome,3.5
Thor: The Dark World - The Official Game,1.5
Crusader Kings II: Sons of Abraham,3.9
Heroes of the Storm,3.7
PayDay 2: Armored Transport,3.9
Take On Mars,4.5
Pandora: First Contact,4.3
The Last of Us: Left Behind,4.3
Emergency 2014,3.4
Dex,3.8
Doki-Doki Universe,4.2
Blackguards,3.8
World of Warcraft: Warlords of Draenor,3.7
The Typing of the Dead: Overkill,3.6
The Typing of the Dead,3.6
Rayman Fiesta Run,4.3
Lost Echo,3.1
Orc Attack: Flatulent Rebellion,0.0
Power Rangers Megaforce,5.0
Luxuria Superbia,4.1
Ben 10: Omniverse 2,1.6
Ben 10: Omniverse,3.5
WWE 2K14,4.2
NASCAR: Redline,0.0
Malicious Rebirth,5.0
Just Dance Kids 2014,2.8
Journey of a Roach,3.6
Fighter Within,5.0
Basement Crawl,4.1
AiRace Speed,4.0
Battlefield 4: Second Assault,3.7
Young Justice: Legacy,2.9
Jacob Jones and the Bigfoot Mystery: Episode 1 – Fresh Meat,3.0
Jacob Jones and the Bigfoot Mystery: Episode 2 – Field Trip!,2.8
Kick the Buddy: No Mercy,3.6
Asterix: MegaSlap,4.2
Costume Quest,3.6
The Stanley Parable,4.4
OverBlood,3.5
Where's My Mickey?,3.2
Where's My Perry?,4.0
Where's My Water?,3.9
Kingdom Hearts III,4.1
Zumba Fitness World Party,0.0
Zumba Fitness Core,0.0
Zumba Fitness Rush,1.0
Zumba Fitness 2,3.5
Zumba Fitness,2.5
Vanguard Princess,4.8
Turbo: Super Stunt Squad,2.8
Total War: Rome II - Nomadic Tribes Culture Pack,4.0
Tales of Xillia 2,4.1
SOMA,4.4
Sniper Elite: Nazi Zombie Army 2,3.0
SimCity: Cities of Tomorrow Expansion Pack,4.2
Sid Meier’s Ace Patrol: Pacific Skies,3.5
Saints Row IV: Enter the Dominatrix,3.8
Rocksmith 2014 Edition,4.6
Rabbids Big Bang,3.1
Montague's Mount,3.5
Malicious,4.0
The Long Dark,4.1
Kingdom Hearts HD 2.5 ReMIX,4.6
The Incredible Adventures of Van Helsing: Arcane Mechanic,3.9
Galactic Civilizations III,3.8
Forced Alliance: The Glarious Mandate,2.7
FORCED,3.1
The Vanishing of Ethan Carter,4.0
Ethan: Meteor Hunter,3.0
Bridge Constructor,3.3
Beyblade: Evolution,5.0
BandFuse: Rock Legends,3.0
AquaPazza: AquaPlus Dream Match,0.0
The Amazing Spider-Man 2,3.0
Cabela's African Adventures,3.6
Kenshi,4.2
How to Survive,3.4
The Wolf Among Us,4.5
Dead Trigger 2,3.6
Dead Trigger,3.7
Contra: Evolution,3.2
Doorways,2.8
Gas Guzzlers Extreme,3.8
Invizimals: The Alliance,4.7
Invizimals: The Lost Kingdom,3.1
Invizimals: The Lost Tribes,3.9
Invizimals: Shadow Zone,3.8
Invizimals,4.0
Dungeon Defenders 2,2.8
Constant C,3.8
Pacific Rim,3.0
Gangstar Vegas,3.5
Heavy Fire: Shattered Spear,3.5
Heavy Fire: Black Arms,0.0
Heavy Fire: Special Operations,2.5
Hegemony Gold: Wars of Ancient Greece,0.0
,
GoD Factory: Wingmen,0.0
Superhot,4.1
Lichdom: Battlemage,3.6
Epigenesis,3.5
E.T. Armies,3.0
Transport Tycoon Deluxe,3.7
Transport Tycoon,4.6
Warlock 2: The Exiled,4.1
BioShock Infinite: Burial at Sea - Episode One,4.3
BioShock Infinite: Burial at Sea - Episode Two,4.4
Atomic Ninjas,5.0
Genius: Unternehmen Physik,3.0
Glest,3.0
Glowfish,2.0
Gods &amp; Generals,3.0
Gratuitous Tank Battles,0.0
Hacker Evolution Duality,0.0
Hairy Harry,3.5
Nancy Drew: The Silent Spy,3.7
Valhalla Knights 3,2.5
Valhalla Knights: Eldar Saga,0.0
Valhalla Knights 2,0.0
Sword of the Stars: Ground Pounders,3.5
Space Engineers,4.1
Sniper Elite III,3.5
Road Not Taken,3.6
Panzer General Online,5.0
The Lord of the Rings Online: Helm's Deep,3.9
Furmins,2.0
Defense Technica,0.0
Day One: Garry's Incident,1.9
Clockwork Tales,3.1
Clark,3.5
Claire,2.9
Battle Space,0.0
Legends of Aethereus,3.1
Infinity Blade III,4.1
Infinity Blade,3.9
Infinity Blade 2,3.9
Might &amp; Magic X Legacy,3.6
N.O.V.A. 3: Near Orbit Vanguard Alliance,4.2
N.O.V.A. 2: Near Orbit Vanguard Alliance,3.7
N.O.V.A.: Near Orbit Vanguard Alliance,3.8
Arma Tactics,4.0
Fortix 2,3.0
Foxy Jumper 2,3.0
Frozen Hearth,2.0
Gatling Gears,5.0
Deadfall Adventures,3.3
Chivalry: Deadliest Warrior,4.0
CastleStorm: From Outcast to Savior,4.2
CastleStorm: The Warrior Queen,4.2
rain,3.9
Angry Birds Star Wars 2,3.9
Junk Jack X,4.3
Prince of Persia Classic,4.1
Despicable Me: Minion Rush,3.6
Despicable Me: The Game,2.5
Blue Estate,3.7
Final Exam,3.2
Angry Video Game Nerd Adventures,3.9
Marlow Briggs and The Mask of Death,3.7
Dead Pixels,3.6
FootLOL: Epic Fail League,3.9
Civil War 2,0.0
SoulCalibur II HD Online,3.6
SoulCalibur: Lost Swords,4.0
Knock-knock,3.9
Shroud of the Avatar: Forsaken Virtues,4.3
Fruit Ninja vs Skittles,3.2
Fruit Ninja,3.4
Gael Wars,1.4
Sid Meier's Ace Patrol,4.1
NBA 2K14,4.2
NBA Live 14,1.8
Euro Truck Simulator 2 - Going East!,4.3
BloodBath,5.0
Asphalt 8: Airborne,4.0
The Dark Eye: Memoria,4.0
Tom Clancy's EndWar Online,3.5
Takedown: Red Sabre,2.6
Superfrog HD,2.0
S.K.I.L.L.: Special Force 2,2.5
Heroes of the Loot,2.5
Democracy 3,3.6
TimeLines: Assault on America,3.3
Space Hulk: Deathwing,3.5
Sanctum 2: Ruins of Brightholme,2.5
Rime,3.9
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,3.8
Child of Light,4.2
Lego Minifigures Online,3.2
KickBeat,3.4
Freefall Racers,0.0
Cosmic Star Heroine,3.8
Carnivores: Dinosaur Hunter HD,4.5
Carnivores: Dinosaur Hunter,4.2
Captain Morgane and the Golden Turtle,4.0
Morphopolis,2.9
LEGO Marvel Super Heroes,4.1
Godus,3.4
Game Dev Tycoon,4.2
Door Kickers,3.9
Castle of Illusion starring Mickey Mouse,3.7
Just Dance 2014,3.5
Air Conflicts: Vietnam,2.5
Puppeteer,4.2
Tiny Thief,4.3
Greedy Dwarf,4.0
WRC 4: FIA World Rally Championship,3.6
Shadow of the Beast,3.8
Gone Home,3.5
Dead Sky,5.0
XCOM: Enemy Within,4.5
Race The Sun,3.6
Diablo III: Reaper of Souls,4.2
The Sims 4,3.3
Civilization Online,0.0
"Papers, Please",4.4
Thomas was Alone,3.9
Tropico 5,4.0
Football Manager 2014,4.3
Fallen Enchantress: Legendary Heroes,3.8
Monster Shooter: Dual-Stick Mayhem Perfected!,3.6
Asphalt 7: Heat,3.4
Asphalt Injection,2.8
Asphalt 3D,3.8
Asphalt 6: Adrenaline,3.6
Asphalt 5,3.3
Asphalt 4: Elite Racing,3.9
Asphalt: Urban GT 2,3.5
Asphalt: Urban GT,4.0
Dream,3.9
Volume,3.5
Train Simulator 2014,3.7
Dead Island: Epidemic,2.6
FIFA World,3.3
